publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Basic Research in Cardiology	0300-8428	1435-1803	01.07.1937	1	1	25.12.2012	108	1	http://link.springer.com/journal/395		395		fulltext		Springer Berlin Heidelberg	Serial							
Behavior Genetics	0001-8244	1573-3297	01.02.1970	1	1	01.11.2012	42	6	http://link.springer.com/journal/10519		10519		fulltext		Springer US	Serial							
Behavior Research Methods		1554-3528	01.02.2005	37	1	01.12.2012	44	4	http://link.springer.com/journal/13428		13428		fulltext		Springer US	Serial							
Behavioral Ecology and Sociobiology	0340-5443	1432-0762	01.03.1976	1	1	01.12.2012	66	12	http://link.springer.com/journal/265		265		fulltext		Springer Berlin Heidelberg	Serial							
Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry	0138-4821	2191-0383	30.03.2011	52	1	01.10.2012	53	2	http://link.springer.com/journal/13366		13366		fulltext		Springer Berlin Heidelberg	Serial							
Berliner Journal für Soziologie	0863-1808	1862-2593	01.03.2005	15	1	01.12.2012	22	4	http://link.springer.com/journal/11609		11609		fulltext		Springer Fachmedien Wiesbaden	Serial							
BioChip Journal	1976-0280	2092-7843	01.03.2010	4	1	01.12.2012	6	4	http://link.springer.com/journal/13206		13206		fulltext		The Korean BioChip Society (KBCS)	Serial							
BioControl	1386-6141	1573-8248	01.06.1956	1	1	01.12.2012	57	6	http://link.springer.com/journal/10526		10526		fulltext		Springer Netherlands	Serial							
BioEnergy Research	1939-1234	1939-1242	01.03.2008	1	1	01.12.2012	5	4	http://link.springer.com/journal/12155		12155		fulltext		Springer US	Serial							
BioMetals	0966-0844	1572-8773	01.03.1988	1	1	01.12.2012	25	6	http://link.springer.com/journal/10534		10534		fulltext		Springer Netherlands	Serial							
Biochemical Genetics	0006-2928	1573-4927	01.06.1967	1	1	01.12.2012	50	11	http://link.springer.com/journal/10528		10528		fulltext		Springer US	Serial							
Biochemistry (Moscow)	0006-2979	1608-3040	01.01.2005	70	1	01.12.2012	77	12	http://link.springer.com/journal/10541		10541		fulltext		Pleiades Publishing	Serial							
Biochemistry (Moscow), Supplement Series A: Membrane and Cell Biology	1990-7478	1990-7494	01.03.2007	1	1	01.10.2012	6	4	http://link.springer.com/journal/11827		11827		fulltext		Pleiades Publishing	Serial							
Biochemistry (Moscow), Supplement Series B: Biomedical Chemistry	1990-7508	1990-7516	01.03.2007	1	1	01.10.2012	6	4	http://link.springer.com/journal/11828		11828		fulltext		Pleiades Publishing	Serial							
Biodegradation	0923-9820	1572-9729	01.03.1990	1	1	01.11.2012	23	6	http://link.springer.com/journal/10532		10532		fulltext		Springer Netherlands	Serial							
Biodiversity and Conservation	0960-3115	1572-9710	01.03.1992	1	1	01.12.2012	21	14	http://link.springer.com/journal/10531		10531		fulltext		Springer Netherlands	Serial							
Biogeochemistry	0168-2563	1573-515X	01.03.1984	1	1	01.11.2012	111	1	http://link.springer.com/journal/10533		10533		fulltext		Springer International Publishing	Serial							
Biogerontology	1389-5729	1573-6768	01.01.2005	6	1	01.12.2012	13	6	http://link.springer.com/journal/10522		10522		fulltext		Springer Netherlands	Serial							
Biologia Plantarum	0006-3134	1573-8264	01.03.1959	1	1	01.12.2012	56	4	http://link.springer.com/journal/10535		10535		fulltext		Springer Netherlands	Serial							
Biological Cybernetics	0340-1200	1432-0770	01.01.1961	1	1	01.12.2012	106	11	http://link.springer.com/journal/422		422		fulltext		Springer Berlin Heidelberg	Serial							
Biological Invasions	1387-3547	1573-1464	01.03.2005	7	1	01.12.2012	14	12	http://link.springer.com/journal/10530		10530		fulltext		Springer International Publishing	Serial							
Biological Theory	1555-5542	1555-5550	01.03.2006	1	1	01.12.2011	6	4	http://link.springer.com/journal/13752		13752		fulltext		Springer Netherlands	Serial							
Biological Trace Element Research	0163-4984	1559-0720	01.03.1979	1	1	01.12.2012	149	3	http://link.springer.com/journal/12011		12011		fulltext		Springer US	Serial							
Biology & Philosophy	0169-3867	1572-8404	01.03.1986	1	1	01.11.2012	27	6	http://link.springer.com/journal/10539		10539		fulltext		Springer Netherlands	Serial							
Biology and Fertility of Soils	0178-2762	1432-0789	01.03.1985	1	1	01.11.2012	48	8	http://link.springer.com/journal/374		374		fulltext		Springer Berlin Heidelberg	Serial							
Biomechanics and Modeling in Mechanobiology	1617-7959	1617-7940	01.03.2005	3	3	01.11.2012	11	8	http://link.springer.com/journal/10237		10237		fulltext		Springer Berlin Heidelberg	Serial							
Biomedical Engineering	0006-3398	1573-8256	01.01.1967	1	1	01.11.2012	46	4	http://link.springer.com/journal/10527		10527		fulltext		Springer US	Serial							
Biomedical Microdevices	1387-2176	1572-8781	01.03.2005	7	1	01.12.2012	14	6	http://link.springer.com/journal/10544		10544		fulltext		Springer US	Serial							
Biomolecular NMR Assignments	1874-2718	1874-270X	01.07.2007	1	1	01.10.2012	6	2	http://link.springer.com/journal/12104		12104		fulltext		Springer Netherlands	Serial							
Biophysical Reviews	1867-2450	1867-2469	17.01.2009	1	1	01.12.2012	4	4	http://link.springer.com/journal/12551		12551		fulltext		Springer Berlin Heidelberg	Serial							
Biophysics	0006-3509	1555-6654	01.01.2006	51	1	01.11.2012	57	6	http://link.springer.com/journal/11439		11439		fulltext		Pleiades Publishing	Serial							
Bioprocess and Biosystems Engineering	1615-7591	1615-7605	01.03.1986	1	1	01.11.2012	35	9	http://link.springer.com/journal/449		449		fulltext		Springer Berlin Heidelberg	Serial							
Biotechnology Letters	0141-5492	1573-6776	01.01.1979	1	1	01.12.2012	34	12	http://link.springer.com/journal/10529		10529		fulltext		Springer Netherlands	Serial							
Biotechnology Techniques	0951-208X	1573-6784	01.01.1987	1	1	31.12.1996		12	http://link.springer.com/journal/10542		10542		fulltext		Kluwer Academic Publishers	Serial							
Biotechnology and Bioprocess Engineering	1226-8372	1976-3816	01.12.1996	1	1	01.11.2004	9	6	http://link.springer.com/journal/12257		12257		fulltext		The Korean Society for Biotechnology and Bioengineering	Serial							
Biotherapy	0921-299X	1573-8280	01.01.1989	1	1	31.12.1996		4	http://link.springer.com/journal/10537		10537		fulltext		Kluwer Academic Publishers	Serial							
Blätter der DGVFM	1864-0281	1864-0303	01.01.1950	1	1	31.12.1996		2	http://link.springer.com/journal/11857		11857		fulltext		Springer-Verlag	Serial							
Boundary-Layer Meteorology	0006-8314	1573-1472	01.03.1970	1	1	01.12.2012	145	3	http://link.springer.com/journal/10546		10546		fulltext		Springer Netherlands	Serial							
Brain Cell Biology	1559-7105	1559-7113	01.07.1972	1	1	31.12.1996		6	http://link.springer.com/journal/11068		11068		fulltext		Springer US	Serial							
Brain Imaging and Behavior	1931-7557	1931-7565	04.05.2007	1	1	01.12.2012	6	4	http://link.springer.com/journal/11682		11682		fulltext		Springer US	Serial							
Brain Structure and Function	1863-2653	1863-2661	1891-12-01	1	1	01.10.2012	217	4	http://link.springer.com/journal/429		429		fulltext		Springer Berlin Heidelberg	Serial							
Brain Topography	0896-0267	1573-6792	01.09.1988	1	1	01.10.2012	25	4	http://link.springer.com/journal/10548		10548		fulltext		Springer US	Serial							
Brain Tumor Pathology	1433-7398	1861-387X	01.06.2005	22	1	01.10.2012	29	4	http://link.springer.com/journal/10014		10014		fulltext		Springer Singapore	Serial							
Breast Cancer	1340-6868	1880-4233	01.07.1994	1	1	01.10.2012	19	4	http://link.springer.com/journal/12282		12282		fulltext		Springer Japan	Serial							
Breast Cancer Research and Treatment	0167-6806	1573-7217	01.03.1981	1	1	01.12.2012	136	3	http://link.springer.com/journal/10549		10549		fulltext		Springer US	Serial							
Brittonia	0007-196X	1938-436X	01.02.1931	1	1	01.12.2012	64	4	http://link.springer.com/journal/12228		12228		fulltext		Springer US	Serial							
Building Simulation	1996-3599	1996-8744	01.03.2008	1	1	01.12.2012	5	4	http://link.springer.com/journal/12273		12273		fulltext		Tsinghua University Press	Serial							
Bulletin Géodésique (1946-1975)		0007-4632	01.01.1946	1	1	31.12.1975	118	1	http://link.springer.com/journal/40771		40771		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin géodésique	0007-4632	1432-1394	01.01.1924	1	1	31.12.1942	69	1	http://link.springer.com/journal/12357		12357		fulltext		Springer-Verlag	Serial							
Bulletin of Earthquake Engineering	1570-761X	1573-1456	01.01.2005	3	1	01.12.2012	10	6	http://link.springer.com/journal/10518		10518		fulltext		Springer Netherlands	Serial							
Bulletin of Engineering Geology and the Environment	1435-9529	1435-9537	01.08.1970	1	1	01.11.2012	71	4	http://link.springer.com/journal/10064		10064		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin of Environmental Contamination and Toxicology	0007-4861	1432-0800	01.01.1966	1	1	01.12.2012	89	6	http://link.springer.com/journal/128		128		fulltext		Springer US	Serial							
Bulletin of Experimental Biology and Medicine	0007-4888	1573-8221	01.01.1956	41	1	01.12.2012	154	2	http://link.springer.com/journal/10517		10517		fulltext		Springer US	Serial							
Bulletin of Materials Science	0250-4707	0973-7669	01.05.1979	1	1	01.12.2004	27	6	http://link.springer.com/journal/12034		12034		fulltext		Indian Academy of Sciences	Serial							
Bulletin of Mathematical Biology	0092-8240	1522-9602	01.03.1939	1	1	01.12.2012	74	12	http://link.springer.com/journal/11538		11538		fulltext		Springer US	Serial							
Bulletin of Volcanology	0258-8900	1432-0819	01.12.1926	2	2	01.12.2012	74	10	http://link.springer.com/journal/445		445		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin of the Brazilian Mathematical Society, New Series	1678-7544	1678-7714	01.01.1970	1	1	01.12.2012	43	4	http://link.springer.com/journal/574		574		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin on General Relativity and Gravitation		1662-5390	01.01.1962	1	1	31.12.1969	21	1	http://link.springer.com/journal/12366		12366		fulltext		Springer-Verlag	Serial							
Bulletin volcanologique	0366-483X	1432-0819	01.01.1924	1	1	31.12.1931	8	1	http://link.springer.com/journal/12362		12362		fulltext		Springer-Verlag	Serial							
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz	1436-9990	1437-1588	01.01.2005	48	1	01.11.2012	55	11	http://link.springer.com/journal/103		103		fulltext		Springer Berlin Heidelberg	Serial							
Business & Information Systems Engineering	2363-7005	1867-0202	14.12.2008	1	1	01.12.2012	4	6	http://link.springer.com/journal/12599		12599		fulltext		Springer Fachmedien Wiesbaden	Serial							
CEAS Space Journal	1868-2502	1868-2510	05.06.2011	1	1	01.12.2012	3	3	http://link.springer.com/journal/12567		12567		fulltext		Springer Vienna	Serial							
CME	1614-371X	1614-3744	01.12.2009	6	12	01.12.2012	9	12	http://link.springer.com/journal/11298		11298		fulltext		Springer Medizin	Serial							
Calcified Tissue International	0171-967X	1432-0827	01.12.1967	1	1	01.12.2012	91	6	http://link.springer.com/journal/223		223		fulltext		Springer US	Serial							
Calcolo	0008-0624	1126-5434	01.03.1964	1	1	01.12.2012	49	4	http://link.springer.com/journal/10092		10092		fulltext		Springer Milan	Serial							
Calculus of Variations and Partial Differential Equations	0944-2669	1432-0835	01.03.1993	1	1	01.11.2012	45	3	http://link.springer.com/journal/526		526		fulltext		Springer Berlin Heidelberg	Serial							
Canadian Journal of Anesthesia/Journal canadien d'anesthésie	0832-610X	1496-8975	01.01.2005	52	1	01.12.2012	59	12	http://link.springer.com/journal/12630		12630		fulltext		Springer US	Serial							
Cancer Causes & Control	0957-5243	1573-7225	01.07.1990	1	1	01.12.2012	23	12	http://link.springer.com/journal/10552		10552		fulltext		Springer International Publishing	Serial							
Cancer Chemotherapy and Pharmacology	0344-5704	1432-0843	01.03.1978	1	1	01.12.2012	70	6	http://link.springer.com/journal/280		280		fulltext		Springer Berlin Heidelberg	Serial							
Cancer Immunology, Immunotherapy	0340-7004	1432-0851	01.03.1976	1	1	01.12.2012	61	12	http://link.springer.com/journal/262		262		fulltext		Springer Berlin Heidelberg	Serial							
Cancer Microenvironment	1875-2292	1875-2284	07.05.2008	1	1	01.12.2012	5	3	http://link.springer.com/journal/12307		12307		fulltext		Springer Netherlands	Serial							
Cancer and Metastasis Reviews	0167-7659	1573-7233	01.03.1982	1	1	01.12.2012	31	3	http://link.springer.com/journal/10555		10555		fulltext		Springer US	Serial							
Carbonates and Evaporites	0891-2556	1878-5212	01.03.1986	1	1	01.12.2012	27	3	http://link.springer.com/journal/13146		13146		fulltext		Springer Berlin Heidelberg	Serial							
CardioVascular and Interventional Radiology	0174-1551	1432-086X	01.03.1978	1	1	01.12.2012	35	6	http://link.springer.com/journal/270		270		fulltext		Springer US	Serial							
Cardiovascular Drugs and Therapy	0920-3206	1573-7241	01.01.1987	1	1	01.12.2012	26	6	http://link.springer.com/journal/10557		10557		fulltext		Springer US	Serial							
Cardiovascular Engineering and Technology	1869-408X	1869-4098	01.03.2010	1	1	01.12.2012	3	4	http://link.springer.com/journal/13239		13239		fulltext		Springer US	Serial							
Cardiovascular Intervention and Therapeutics	1868-4300	1868-4297	01.01.2010	25	1	01.09.2012	27	3	http://link.springer.com/journal/12928		12928		fulltext		Springer Japan	Serial							
Cardiovascular Toxicology	1530-7905	1559-0259	01.03.2005	5	1	01.12.2012	12	4	http://link.springer.com/journal/12012		12012		fulltext		Springer US	Serial							
Catalysis Letters	1011-372X	1572-879X	01.01.1988	1	1	01.12.2012	142	12	http://link.springer.com/journal/10562		10562		fulltext		Springer US	Serial							
Catalysis Surveys from Asia	1571-1013	1574-9266	01.01.2005	9	1	01.12.2012	16	4	http://link.springer.com/journal/10563		10563		fulltext		Springer US	Serial							
Celestial Mechanics and Dynamical Astronomy	0923-2958	1572-9478	01.03.1969	1	1	01.12.2012	114	4	http://link.springer.com/journal/10569		10569		fulltext		Springer Netherlands	Serial							
Cell Biochemistry and Biophysics	1085-9195	1559-0283	01.03.1979	1	1	01.12.2012	64	3	http://link.springer.com/journal/12013		12013		fulltext		Springer US	Serial							
Cell Biology and Toxicology	0742-2091	1573-6822	01.10.1984	1	1	01.12.2012	28	6	http://link.springer.com/journal/10565		10565		fulltext		Springer Netherlands	Serial							
Cell Stress and Chaperones	1355-8145	1466-1268	19.02.2008	13	2	01.11.2012	17	6	http://link.springer.com/journal/12192		12192		fulltext		Springer Netherlands	Serial							
Cell and Tissue Banking	1389-9333	1573-6814	01.03.2005	6	1	01.12.2012	13	4	http://link.springer.com/journal/10561		10561		fulltext		Springer Netherlands	Serial							
Cell and Tissue Biology	1990-519X	1990-5203	01.02.2007	1	1	01.09.2012	6	5	http://link.springer.com/journal/11821		11821		fulltext		Pleiades Publishing	Serial							
Cell and Tissue Research	0302-766X	1432-0878	01.04.1924	1	1	01.12.2012	350	3	http://link.springer.com/journal/441		441		fulltext		Springer Berlin Heidelberg	Serial							
Cellular and Molecular Bioengineering	1865-5025	1865-5033	01.03.2008	1	1	01.12.2012	5	4	http://link.springer.com/journal/12195		12195		fulltext		Springer US	Serial							
Cellular and Molecular Life Sciences	1420-682X	1420-9071	01.04.1945	1	1	01.12.2012	69	24	http://link.springer.com/journal/18		18		fulltext		Springer International Publishing	Serial							
Cellular and Molecular Neurobiology	0272-4340	1573-6830	01.03.1981	1	1	01.11.2012	32	8	http://link.springer.com/journal/10571		10571		fulltext		Springer US	Serial							
Cellulose	0969-0239	1572-882X	01.03.1994	1	1	01.12.2012	19	6	http://link.springer.com/journal/10570		10570		fulltext		Springer Netherlands	Serial							
Central European Journal of Operations Research	1435-246X	1613-9178	01.02.2006	14	1	01.12.2012	20	4	http://link.springer.com/journal/10100		10100		fulltext		Springer Berlin Heidelberg	Serial							
Chemical and Petroleum Engineering	0009-2355	1573-8329	01.01.1965	1	1	01.11.2012	48	7	http://link.springer.com/journal/10556		10556		fulltext		Springer US	Serial							
